Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Customer Engagement Supervisor,Abu Dhabi,Property Shop Investment,None,Escalate any individual or Team issues to Line Manager. Identify training needs along the year(group or Individual)and provide training accordingly when…,None,None,2021-02-20
"Manager, Completions/Commissioning",Ruwais,Worley,None,"You can expect a lot from a career at Worley. Together, our nearly 60,000 people across 60 countries have already achieved many industry firsts.",None,None,2021-02-20
General Supervisor,Abu Dhabi,Styro Insulations Materials Ind. LLC,None,It is therefore considered the number one EPS manufacturer in the region as the market leader and main supplier of all EPS products.,None,None,2021-03-16
Planner,Abu Dhabi,Hatch,None,Meet Functional Managers to finalize FEL4 project set-up schedule (using standard template). Conduct interactive planning meeting with Functional Managers to…,None,None,2021-03-11
Operation Executive - Joinery,Abu Dhabi,United Al Saqer Group,None,And individuals (clients) along with Project Managers as required. What will it be like to work for United Al Saqer Group?,None,None,2021-02-20
Strategy& Middle East - Manager,Abu Dhabi,Strategy&,None,"A Manager will typically have: A Manager should be comfortable at: Managers direct and lead teams, demonstrating strong project and people management skills.",None,None,2021-02-20
Campus Physical Development Manager,Abu Dhabi,Zayed University,None,"Conversant in using IT applications, MS Project. Planning and supervising will be key roles playedas a Manager of the department.",None,None,2021-02-20
Area Manager,Abu Dhabi,Q-Express Documents Transport,None,"Ability to work for different managers: Shift Managers, Operations Supervisors, Operations Assistants and Delivery Service Providers, managing external agency…",None,None,2021-02-20
Help Desk Support for Facilities Management,Abu Dhabi,United Al Saqer Group,None,What will it be like to work for United Al Saqer Group? Work closely with Contract/Facilities Managers to develop and enhance the quality of service and…,None,None,2021-02-20
Assistant Restaurant Manager at InterContinental Abu Dhabi -...,Abu Dhabi,InterContinental Hotels,None,"We look for people who are charming, confident, and internationally-minded who know what it takes to exceed guest expectations. That’s where you come in.",None,None,2021-03-16
Project / Scheduling Manager,Abu Dhabi,AAR Corp.,None,"Reports to the Senior Program Manager. Experience as a Scheduler or Project Manager. Determines, in conjunction with the Senior Program Manager, overall support…",None,None,2021-02-20
"Manager, CSR & Advocacy",Abu Dhabi,Borouge,None,The jobholder is accountable to manage the international CSR Projects to ensure that Borouge positively impacts all the communities and environments where it…,None,None,2021-02-23
Retail Sales Representative - Watches,Abu Dhabi,Al-Futtaim,None,"Take our engaging and supportive work environment and couple it with a company culture that recognises and rewards quality performance, and what do you get?",None,None,2021-03-18
CID Agent,Abu Dhabi,"Marriott International, Inc",None,"W guests soak it in and live each day with a mantra: Our guests have a lust for a life less ordinary that drives them to demand more, experience it all, and hit…",None,None,2021-03-02
Business Center Manager,Abu Dhabi,"Hill International, Inc",None,Coordinate with the respective IT team to ensure that there is technical support replacement in case of any absence. Various other duties as required.,None,None,2021-02-20
Assistant Sales Manager,Abu Dhabi,Al-Futtaim,None,You need to maintain good professional relationship with customers and update competition activities and other market information’s to Sales Manager.,None,None,2021-03-14
Administrative Coordinator - Residential Education (Fixed Te...,Abu Dhabi,NYU Abu Dhabi,None,Assist the Manager in supervising the Cultural Advisor (CA) program. Manage onboarding procedures and IT processes for the new staff to ensure smooth transition…,None,None,2021-02-28
Key Account Manager HCP,Abu Dhabi,Technogym,None,"High credibility at a senior level across C-suite executives, and also with on-site general managers. Discover your potential with a career at Technogym, where…",None,None,2021-03-08
Accounting Intern,Abu Dhabi,Alpin Limited,None,"It is the duty of all employees to act within the legal responsibilities imposed upon them and the Company’s Quality, Environment and Health & Safety policies.",None,None,2021-02-20
Supervisor,Abu Dhabi,Abu Dhabi Cooperative Society,None,"In order to be successful in your application, it is essential you have the following: In order for your interest to be considered, it is essential that you…",None,None,2021-02-21
"Interface, Integration, stakeholder Manager",Abu Dhabi,Axiom Technologies,None,"EHS, Quality, Requirements Manager / Engineer. Report any unresolved discrepancies to the project manager who will then take high-level actions to resolve them,…",None,None,2021-02-20
Front Desk Agent,Abu Dhabi,Rosewood Hotels & Resorts,None,"To report their supervisor or respective Manager. Attend all training arranged by Hygiene, Health & Safety Manager such as OSH training, safety Induction, on…",None,None,2021-02-20
Named Account Manager - Gulf,Abu Dhabi,Palo Alto Networks,None,The Named Account Manager is a significant driver of company revenue and growth. You won’t find someone at Palo Alto Networks that isn’t committed to your…,None,None,2021-03-09
Systems Engineer - Gulf,Abu Dhabi,Palo Alto Networks,None,Establish yourself as a trusted advisor to prospects and customers working with your Account Manager and the local partners within your territory.,None,None,2021-03-09
Bid Manager,Abu Dhabi,RecruitMe - Lebanon,None,"The Bid Manager shall own creating proposal response documents by working closely with the assigned bid team. UAE, Abu Dhabi Position Overview:",None,None,2021-02-20
key account manager,Abu Dhabi,Business Umbrella,None,B) Sale experience in Telecom Industry/Knowledge in IT will be an added advantage. A) 1-2 years of experience in corporate sales is mandatory.,None,None,2021-03-10
Area Sales Manager - Abu Dhabi,Abu Dhabi,Practo Technologies,None,"Area Sales Manager will play a significant role in achieving the Sales target,. Analyse the pain areas of the customer in terms of their operations and relate…",None,None,2021-03-09
Head Barista,Abu Dhabi,DNA Board Games Cafe,"4,000","If you've got an Instagram account you'd like us to look at too, it wouldn't hurt to include that too. We are now recruiting for a full-time experienced Barista…",None,1,2021-02-21
IT Business Analyst,Abu Dhabi,Marc Ellis Consulting,None,F) Support the Program/project managers in driving the project delivery and meeting business objectives. G g) Understanding of IT systems and the ability to…,None,None,2021-02-20
Telephone Operator,Abu Dhabi,"Marriott International, Inc",None,"Test communications equipment to ensure it works properly. Report accidents, injuries, and unsafe work conditions to manager; Posting Date Jan 24, 2021.",None,None,2021-02-20
IT Sales Executive,Abu Dhabi,Convivo Technologies,None,Looking for self motivated and committed IT Sales Professionals with successful sales track records gained selling IT Services and Solutions to Small and Medium…,None,None,2021-02-20
"Delivery, Testing & Commissioning, System Manager",Abu Dhabi,Axiom Technologies,None,"EHS, Quality, Requirements Manager / Engineer. Work with Accounting Managers, Project Controllers and Project Managers as needed to achieve project goals and…",None,None,2021-02-20
Clearance Executive,Abu Dhabi,Al-Futtaim,None,Assists the Clearance Supervisor in the preparation of statements for submission to the Regional Operations Manager on monthly basis.,None,None,2021-03-20
Marketing Engagement Executive,Abu Dhabi,Property Shop Investment,None,Sharing weekly and monthly reports with management and sales managers. Focus on getting 100% quality score for each listing published online and make ensure it…,None,None,2021-03-17
Sustainability Research Internship/Co-op,Abu Dhabi,Alpin Limited,None,"It is the duty of all employees to act within the legal responsibilities imposed upon them and the Company’s Quality, Environment and Health & Safety policies.",None,None,2021-02-20
"Assistant Dean, Residential Education and Community Standard...",Abu Dhabi,NYU Abu Dhabi,None,"2 Assistant Directors, 1 Program Manager, and lead a residential college team of 4 Residential College Directors and 2 Residential College Operations Managers.",None,None,2021-03-22
Site Engineer - Construction,Abu Dhabi,United Al Saqer Group,None,What will it be like to work for United Al Saqer Group? To report all work progress at site to the Construction Manager. Job review of subordinate staff.,None,None,2021-02-20
Electromechanical Sales Manager,Abu Dhabi,Mekalec General Trading Ltd,"4,500-6,500","Oil&Gas, Energy, Power and water, construction, IT. Proven track record of at least 2 years with new client acquisition and business development within Oil &…",None,1,2021-02-23
Assistant Director of Finance,Abu Dhabi,Rosewood Hotels & Resorts,None,"To report to his supervisor or respective Manager. Attend all training arranged by Hygiene, Health & Safety Manager such as OSH training, safety Induction, on…",None,None,2021-03-01
Business Development Manager,Abu Dhabi,Talc Management,None,"A freight forwarder with their own network globally, who are well established here in UAE are looking for individuals who are looking to grow their career and…",None,None,2021-02-20
Global Account Manager - Manager/Senior Manager,Abu Dhabi,Deloitte,None,Clients & Industries - Global Account Manager - Deloitte Middle East - Manager/Senior Manager. During your tenure as a Global Account Manager – Manager/Senior…,Senior,None,2021-03-03
Executive Business Coordinator,Abu Dhabi,Alpin Limited,None,"Review with the Accountant the status of each contract, initiate requests for extensions in coordination with the Senior Manager - Technical Operations;",None,None,2021-02-20
General Foreman,Abu Dhabi,Engineering Unit General Contracting (EUGC),None,The point of contact between the construction workers and Project Manager. Oversee the work of the workers to ensure that it is being carried out as per plan.,None,None,2021-02-20
Sales Manager,Abu Dhabi,KHALIDIA INTERNATIONAL SHIPPING LLC,None,"Capable of, independently expanding the Air, Ocean & Land freight department and make it profitable/increase profitability.",None,None,2021-03-11
Assistant Supply Chain Manager (Medical Devices),Abu Dhabi,Middle East Executive,None,"It is the incumbent’s responsibility to ensure the absolute accuracy of work flow process, in an efficient and timely manner.",None,None,2021-02-20
Head of Prep School,Abu Dhabi,Brighton College Abu Dhabi,None,It is strongly recommended that. Manager on matters relating to repairs and new work needed to the building. Brighton College Abu Dhabi wishes to recruit a Head…,None,None,2021-02-25
Waiter/Waitress- Al Majilis- Jumeirah at Saadiyat Island Res...,Abu Dhabi,Jumeirah,None,"To ascertain a guests' satisfaction and handle any problem, which may arise informing a manager of the problem and how it was resolved.",None,None,2021-02-20
Wealth Manager,Abu Dhabi,Hoxton Capital Management,None,We would prefer our Wealth Managers to have already achieved Level 4 before joining Hoxton Capital Management. Who are Hoxton Capital Management?,None,None,2021-02-20
TRS Service Technician 1,Abu Dhabi,Parker Drilling Company,None,Other duties as directed by the direct Manager / Supervisor. Customer Focus • Is dedicated to meeting the expectations and requirements of internal and external…,None,None,2021-03-03
Training and HR Executive,Abu Dhabi,"Marriott International, Inc",None,"Report accidents, injuries, and unsafe work conditions to manager. Maintain space designated for completing applications and ensure it is clean, well maintained…",None,None,2021-02-20
Assistant Front Office Manager,Abu Dhabi,WHR Solution,None,"An Assistant Front Office Manager is responsible for managing the first impressions of hotel Guests. Conduct monthly communication meetings, in the absence of…",None,None,2021-02-20
Social Media Manager,Abu Dhabi,Crompton Partners Estate Agents,None,With todays complex property market it takes an expert to guide you through the sale and leasing process in a step-by-step manner and ensure there are no…,None,None,2021-02-20
Portfolio Manager,Abu Dhabi,Square Yards Real Estate LLC,"4,000","It should be covid -19 negative Results with In 30 days. To oversee sales and marketing aspect of the day to day transactions, and process to ensure sales…",None,None,2021-03-03
International Securities Lending Manager,Abu Dhabi,Sal Oppenheim Ltd,None,"Position and there is no basic salary, but it is a financially rewarding career. We offer an industry generous package of success fee to our International…",None,None,2021-03-01
Service Engineer,Abu Dhabi,ABB,None,"Interacting with the terminal’s IT personnel, advising on the type of data to expect. Conducting unit testing, taking notes and verifying that pieces are tied…",None,None,2021-03-03
General Manager,Al-Ayn,Royal Sky,None,"Royal Sky Group is active in a wide variety of fields, among which Real estate, Construction, Interior Design, Hospitality Consulting & Franchise, Food and…",None,None,2021-02-20
IT Administrator - Arabic Speaker,Abu Dhabi,Black Pearl Consult,None,Management and maintenance of IT inventory. At least 4 years of experience in working as an IT Administrator - ideally worked as the only IT admin in the…,None,None,2021-02-20
Offshore Marine Coordinator,Abu Dhabi,NMDC,None,Liaise with NMDC Marine Logistics HQ & Project Management/Manager for all project marine activities & movements to/from the project site.,None,None,2021-02-20
Key Account Manager Me-Saudi,Abu Dhabi,Technogym,None,"Discover your potential with a career at Technogym, where work means loving what you do, taking on challenges, learning from others, sharing a vision and making…",None,None,2021-02-20
Residential College Director - Residential Education (Fixed...,Abu Dhabi,NYU Abu Dhabi,None,Utilize and possess an understanding of StarRez and other IT processes. Role model and lead several community development programs and initiatives with…,None,None,2021-03-18
Senior BIM Manager,Abu Dhabi,iTech Management Consultancy and Training LLC,None,"The Senior BIM Manager (Project Manager) is responsible for planning and executing assigned BIM projects profitably by meeting the allocated time, resources and…",Senior,None,2021-02-20
Social Media Intern/Coordinator,Al-Ayn,Global Corp Group (Food & Beverages),"2,500-3,500","And provide reports for the manager. Handle all the customers complains, whither it was on social media or by phone, and work closely with the department to…",None,1,2021-03-02
Crisis Advisor,Abu Dhabi,McKinsey & Company,None,"You will guide other managers, and be responsible for the coordination of the low-to-mid level incident response. Global mindset and local knowledge.",None,None,2021-02-20
• IT Project Manager – Software Development (Arabic speaker),Abu Dhabi,Black Pearl Consult,None,"Handle business-critical IT tasks and systems administration. This role will be heavily involved in the implementation of BEAMS ERP system, manage a team of 4…",None,None,2021-02-20
Sr. Key Account Manager - PPE - AUH,Abu Dhabi,Honeywell,None,"That means changing the way we fly, fueling jets in an eco-friendly way, keeping buildings smart and safe and even making it possible to breathe on Mars.",Senior,None,2021-02-20
Assurance - BCR - Enterprise Risk Manager - Abu Dhabi,Abu Dhabi,PwC,None,"As a Manager, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution.",None,None,2021-02-20
SIGNAGE ESTIMATOR,Abu Dhabi,Super Sign Advertising,None,"Excellent IT and numeracy skills. Review bid request and project drawings to determine material and labor requirements, clarify information with Sales, Project…",None,None,2021-02-20
[NON IT] Project Manager - PMO- Healthcare,Abu Dhabi,Marc Ellis Consulting,None,"10+ years in Project Management specifically in making Healthcare, Lab facilities operational (Non healthcare PMs please do not apply for this role).",None,None,2021-02-20
Temporary Teacher of Drama,Abu Dhabi,Brighton College Abu Dhabi,None,"Reporting damage or loss to your line manager or the facilities manager, as. It is strongly recommended that. Brighton College Abu Dhabi, a sister school of.",None,None,2021-03-10
Welcome Desk Agent,Abu Dhabi,"Marriott International, Inc",None,"Report accidents, injuries, and unsafe work conditions to manager; W guests soak it in and live each day with a mantra: Posting Date Mar 03, 2021.",None,None,2021-03-02
Senior Manager Program Assurance,Abu Dhabi,Etisalat - UAE,None,Etisalat is looking to hire a suitable candidate with expertise in project/program audits to lead the Program Assurance function within Internal Control & Audit…,Senior,None,2021-02-20
Senior Project Manager,Al-Ayn,United Arab Emirates University,None,Project leadership in an IT and engineering environment is preferred. The United Arab Emirates University is seeking an expert to lead the “District 4.0 Project…,Senior,None,2021-02-20
Sales Manager – GCC,Abu Dhabi,"Marriott International, Inc",None,"W guests soak it in and live each day with a mantra: Our guests have a lust for a life less ordinary that drives them to demand more, experience it all, and hit…",None,None,2021-02-24
Sr Account Manager - HBT / SLS - Abu Dhabi,Abu Dhabi,Honeywell,None,"Influence business leaders, channel representatives, project and program managers to drive operational and financial efficiencies. We don’t just sell things.",None,None,2021-02-20
Commissioning Manager,Ruwais,Worley,None,"You can expect a lot from a career at Worley. Together, our nearly 60,000 people across 60 countries have already achieved many industry firsts.",None,None,2021-02-20
Finance Officer,Abu Dhabi,Al Melehy Trading,None,"It includes extracting daily exchange rates from banks, entering into a work sheet, calculating monthly average rate for next month's currency conversions and…",None,None,2021-02-23
Patient Administration Ambassador | Billing and Insurance Co...,Abu Dhabi,Global Human Capital Group,None,"It may also require the ability to bend, squat and lift documents and files. To perform any other duty as required by the line manager or supervisor that…",None,None,2021-02-20
SHIFT CHEMIST,Abu Dhabi,SOS HR,None,"Any other tasks requested by the line manager to support the department when required. Work with area team leader in making annual area budget, and in…",None,None,2021-02-20
Food & Beverage - Waiter/Waitress,Abu Dhabi,Anantara,None,"Follow all reasonable work-related requests made by a Manager or Supervisor which may be outside your normal job activities, to achieve complete guest…",None,None,2021-02-20
IT Manager (Information System/Application Software Team lea...,Ajman,Veo,None,"Also, an IT Manager plays a vital role in the decision-making process regarding technology adoption (Mobility, New Applications, Automation) and process…",None,10,2021-03-04
"Vice President, Taxation – Mubadala Capital (London or Abu D...",None,Mubadala,None,"Minimum of six to eight years international corporate tax experience in a Big 4 accounting firm or law firm, currently at manager or senior manager level or the…",None,None,2021-03-11
Clinical Midwife Specialist - Relocate to Australia,None,Government of Western Australia,None,"It is preferable for your referee to be a current supervisor or manager. Whilst this selection process will initially be used to fill the above vacancy, it may…",None,None,2021-03-12
Duty Manager (Russian Speaker),Ajman,FAIRMONT,None,What is in it for you: It is imperative that all Guest’s complaints are dealt with promptly in order to attain Guest satisfaction and the protection of the…,None,None,2021-02-20
Clinical Midwife - Relocate to Australia,None,Government of Western Australia,None,"It is preferable for your referee to be a current supervisor or manager. Whilst this selection process will initially be used to fill the above vacancy, it may…",None,None,2021-03-12
Business Development Manager,Ajman,Sara Human resource Consultancy,"1,700-2,500",We are urgently required 2 Business Development Executive and one Business Development Manager. Kindly share me your updated cv.,None,None,2021-03-15
MS Dynamics 365 Finance and Operation Technical Consultant,Ajman,ECS ME LLC,None,"Ability to work independently as well as collaborating with end users, managers, and fellow members of the IT Team. Performing other related duties as required.",None,None,2021-03-11
Academic Sales Executive,Ajman,Fluid Codes,None,3+ years of software sales experience | Minimum bachelor’s degree in an engineering discipline or bachelor’s degree with over 3 years of technical sales…,None,None,2021-02-20
Regional Operations Centre Manager,Fujairah,Inchcape Shipping Services (ISS),None,"This role is based in Fujairah, reporting to Area General Manager Marine Services, lower gulf. We have an inclusive work environment where you can thrive and do…",None,None,2021-03-22
CAMP BOSS,Fujairah,Capital General Contracting Company,None,Report workers staying in the camp/not reporting to duty on daily basis to Projects Manager/ HR along with the valid reason on each case.,None,5,2021-03-07
Sales Executive,Fujairah,Taf-heem,"6,000",Define and implement your own Commercial Action Plan with your general manager. Capable to independently expand the air & ocean freight department and make it…,None,None,2021-02-25
Secondary Science Teacher - September 2021,Fujairah,GEMS Education,None,Undertake other professional duties as reasonably delegated by Line Manager (LM) such as: GEMS has a world-class reputation for outstanding education and our…,None,None,2021-03-10
Front Office Supervisor,Fujairah,WHR Solution,None,Follow up any unresolved situations in timely manner and pass on appropriate information to the manager for handling. Greet and welcome the guest upon arrival.,None,None,2021-02-20
Front Office Receptionist / Guest Service Agent,Fujairah,WHR Solution,None,"Reports any unusual occurrences or requests to the manager. Whether it's exploring the emirate historical attractions or just lounging on the beach, Miramar Al…",None,None,2021-03-11
Business Studies/IT Teacher - September 2021,Fujairah,GEMS Education,None,Experience of teaching Business Studies and IT would be an advantage. Undertake other professional duties as reasonably delegated by Line Manager (LM) such as:,None,None,2021-02-20
Waiter / Waitress,Fujairah,WHR Solution,None,To ensure that the area allocated is correctly prepared for service and that it is maintained in a clean and tidy state throughout the shift.,None,None,2021-02-20
Humanities Teacher - September 2021,Fujairah,GEMS Education,None,Undertake other professional duties as reasonably delegated by Line Manager (LM) such as: GEMS has a world-class reputation for outstanding education and our…,None,None,2021-02-20
Physical Education Teacher - September 2021,Fujairah,GEMS Education,None,Undertake other professional duties as reasonably delegated by Line Manager (LM) such as: GEMS has a world-class reputation for outstanding education and our…,None,None,2021-02-20
Secondary Mathematics Teachers - September 2021,Fujairah,GEMS Education,None,Undertake other professional duties as reasonably delegated by Line Manager (LM) such as: GEMS has a world-class reputation for outstanding education and our…,None,None,2021-02-20
Secondary Music Teacher - September 2021,Fujairah,GEMS Education,None,Undertake other professional duties as reasonably delegated by Line Manager (LM) such as: GEMS has a world-class reputation for outstanding education and our…,None,None,2021-02-20
IT Project Manager,Fujairah,Hivesure Infosolutions,None,"Must have IT Project Manager. Project manager IT infra with Oracle E-business Suite implementation experience,. Exp – 15 years in India.",None,None,2021-02-20
IT System Administrator,None,Confidential,"5,000-7,000","Discussing system and server upgrades with IT managers. Our retail furniture industry in UAE is looking for an experienced, System Administrator to maintain and…",None,4,2021-03-18
Operations & Customer Service Manager ( Freight Forwarding E...,Sharjah,MCL,"7,000-10,000","Duty to escalate important issues to General Manager. Hereunder training, daily coaching and regular performance reviews together with the General Manager.",None,None,2021-03-14
It Manager,Al Hamriyah,ACE Group FZC,"6,000-8,000","Plan, organize, control and evaluate IT and electronic data operations. Management & Development IT Team by recruiting, training and coaching employees,…",None,5,2021-03-18
Key Account Manager,Sharjah,Royalton Trading,"12,000","Company products being Impulse products - it becomes imperative to place company products on checkouts, in category, and occasionally in selective out of…",None,None,2021-03-15
IT Support Engineer - With UAE DL,Sharjah,Missan IT Solutions,"3,000-4,000",Sending daily reports to MSP Manager / IT Head. IT Technician – L1 with UAE Driving License*. Should be physically and mentally fit to lift 20 to 30 Kgs of…,None,2,2021-02-20
IT Project Manager,Sharjah,Precycle Group,None,D) You have 7 – 11 years IT experience delivering cutting edge solutions in various domains. G) You will make decisions on whether to buy an existing Software…,None,None,2021-02-20
Manufacturing Engineer (Oil & Gas Manufacturing),Al Hamriyah,Exterran,None,Capture Learnings from every project and implement in it in future projects. Responsible for process planning and Method’s engineering for heavy fabrication and…,None,None,2021-03-22
QA Inspector,Sharjah,Future Card Ind LLC,None,Communicates with colleagues and managers in a prompt articulate manner. Seeks advice and input from the department manager when needed.,None,1,2021-03-16
"Manager, Corporate Citizenship",Sharjah,Crescent Petroleum,None,Represent Crescent Enterprises at events and meetings in the communities in which it operates. Lead the development and execution of the Company’s…,None,None,2021-02-20
Account Manager,Sharjah,HILTI,None,"From there, we’ll trust you to do whatever it takes to deliver outstanding results. As an Account Manager, you’ll be visiting our customers, wherever they’re…",None,None,2021-03-08
Facilities and safety manager,Sharjah,JAMS HR Solutions,None,"Complete Environmental data collection process (Waste, water, energy, procurement) – specifically as it pertains to the extensive installation of smart meters…",None,None,2021-03-18
Plant Manager,Sharjah,Crescent Petroleum,None,Identifies employee training requirements and ensures that it is scheduled and successfully completed to maintain compliance and safety standards.,None,None,2021-02-20
Community Associate,Sharjah,Regus,None,"Confident using MS Office and other basic IT packages. Early afternoon, you sit down with the Community Manager to discuss the organisation of next week’s…",None,None,2021-03-08
Assistant Logistic Officer,Sharjah,Petroleum Specialities FZE,"2,000-2,500",Preparing reports as requested by the line manager. Updating and tracking all logistics planning and movements and updating it on regular basis in the reports…,None,None,2021-03-02
IT business solutions manager- Flights Ops and Engineering,Sharjah,Mbr Headhunters,None,Our Client is an Airlines/Aviation sector company looking towards hiring IT business solutions manager- Flights Ops and Engineering for their Sharjah office.,None,None,2021-02-20
Project Engineer - Sharjah,Sharjah,Subsea 7,None,Identify any deviations from procedures and manage the change through Change Control QP-913 procedure directly with Offshore Manager and Client.,None,None,2021-03-01
ULD Controller,Sharjah,Aerotranscargo (ATC),None,"Insert information necessary related to equipment, devices and ULD Manager and update it regularly, as well as support and control problems that stations may…",None,None,2021-02-20
General Foreman,Sharjah,Almotthedon Electrical Appliances Trading,"2,000-4,000","Report on progress to managers, engineers etc. Monitor expenditure and ensure it remains within budget. Coordinate tasks according to priorities and plans.",None,,2021-03-14
SALES EXCECUTIVE TELECOM PROFFESSIONAL,Sharjah,SPECTRUM NETWORKS LLC,None,IT company is looking for an Sales executive for the role of a Sales Account Manager to manage Enterprise Customers for their IT needs.,None,None,2021-03-20
Modernization Sales Engineer,Sharjah,KONE,None,"Reporting directly to the Regional Manager, we are looking for an energetic and enthusiastic Sales Engineer to be based in our Sharjah office.",None,None,2021-03-21
Manager - Crew Planning & Control,Sharjah,Air Arabia PJSC (G9),None,Coordinates with IT Department and system providers the required functional changes or bug fixes identified. To ensure efficiency in the manpower utilization of…,None,None,2021-02-20
Manager – Service Desk,Sharjah,Mbr Headhunters,None,"Manager – Service Desk (Airline sector experience preferred). Partners with line managers to drive related activities results, bringing on board highest level…",None,None,2021-02-20
Finance Accounts Manager,Sharjah,Irwin & Dow,None,"It is therefore essential that you possess a finance degree and hold an additional accounts qualification, such as ACCA. Good staff are key to every business.",None,None,2021-02-20
Bellman (Preferably with UAE Driving License),Sharjah,"Marriott International, Inc",None,"Follow all company policies and procedures, and report accidents, injuries, and unsafe work conditions to manager. Posting Date Mar 12, 2021.",None,None,2021-03-13
Assistant Accountant,Sharjah,STYRO Insulation Mat. Ind. LLC,None,Any other tasks as assigned by Line Manager. Adhoc bank related tasks as assigned by the finance Manager. Track fund flow situation in the absence of Finance…,None,4,2021-02-23
Sales Manager,Sharjah,Aggreko ME and Central Ops,None,"It is a requirement and moral obligation of each employee to be actively committed and accountable for compliance to the Aggreko Health, Safety & Environmental…",None,None,2021-02-20
Modernization Sales Engineer,Sharjah,Kone AB,None,"Reporting directly to the Regional Manager, we are looking for an energetic and enthusiastic Sales Engineer to be based in our Sharjah office.",None,None,2021-03-21
Steward,Sharjah,"Marriott International, Inc",None,"Report maintenance needs, accidents, injuries, and unsafe work conditions to manager; We love what we do, and we give it all we’ve got – on property and off.",None,None,2021-03-19
Purchase & Store Executive,Sharjah,Base Control Tech FZC,"2,500","After Inward inspection / testing, receive the material from project team and tag it with appropriate SOA No. Release enquiries, receive quotes and negotiate in…",None,1,2021-03-18
Manager – Information Security & Risk,Sharjah,Mbr Headhunters,None,"Certification relevant to Information Technology/ IT Security/ Audit/ Governance e.g. CISA, CISM, CISSP, CGEIT. To be provided by employer.",None,None,2021-02-20
SAP Specialist,Sharjah,The Rekruiters,"16,000","Bachelors in IT, Computer Science or relevant field, SAP Certificate. To support end users & coordinate with support consultants to resolve incidents and…",None,None,2021-02-28
Audio and Lighting Technical,Sharjah,4Sure Events,"3,000","Liaise with other departments, such as sound and camera, as well as with the floor manager and producer. Prepare, rig, operate and maintain stage lighting.",None,None,2021-02-20
Product Manager,Sharjah,Mbr Headhunters,None,Management or in an IT Solutions company offering airline products. Performs any other additional duties as directed by the line manager.,None,None,2021-02-20
Assistant Manager in sales and marketing for a Digital Innov...,Sharjah,Concepts 360 Plus,"2,500-5,000",Bachelor's Degree/Diploma in any IT related course. 1 to 2-year experience in small-medium IT industry. Assistant Manager in sales and marketing for a Digital…,None,,2021-02-20
Plumber,Sharjah,IBIS STYLES,None,What is in it for you? Implements the corrective action plans as communicated by the Technical Manager. Carries out repairs and maintenance of domestic hot/cold…,None,None,2021-02-21
Executive Assistant (Sharjah),Sharjah,Tiger Recruitment Ltd,None,Reporting and Communication• Reports to Manager on all business related matters.• Maintains and exhibit an excellent working relationship with all company staff…,None,None,2021-02-20
Enterprise Architect,Sharjah,Mbr Headhunters,None,"Develops specific activities, processes and methods for defining or assessing IT strategy and fit-for- purpose of IT solutions. To be provided by employer.",Architect,None,2021-02-20
Business Development Sales Manager - Sharjah (Contractor) Bo...,Sharjah,Ingram Content Group,None,"Business Development Sales Manager - Sharjah (Contractor). Financial acumen when it comes to sales, opportunity and business analysis.",None,None,2021-02-20
Export Sales and Business Development Manager,Sharjah,Tionale,None,"Excellent negotiation, communication and influencing skills • Ability to interface with management at all levels and cultures • Go-getter and Result oriented…",None,None,2021-02-20
Site Foreman for fit-out,Sharjah,Sharjah company,None,"Report on progress to managers, engineers etc. Monitor expenditure and ensure it remains within budget. We are looking for a competent *Site Foreman for fit-out…",None,None,2021-03-17
FOREMAN IN FIT OUT AND FINISHING,Sharjah,Sharjah company,None,"Report on progress to managers, engineers etc. Monitor expenditure and ensure it remains within budget. We are looking for a competent Foreman for fit-out.",None,None,2021-03-21
Maintenance Supervisor,Ras al-Khaimah,Al Hamra Group,"3,000-7,000","Place orders for spare parts/procure it from market. Manage the workshop on a day-to-day basis, supervise and support the work of Mechanics, and discuss with…",None,None,2021-03-14
Construction Manager (Earthworks),Ras al-Khaimah,Big Fish Recruitment,None,"A client in Ras Al Khaimah, UAE is looking to hire for a Construction Manager - Earthworks. Coordinate with the Engineering Manager to ensure that engineering…",None,None,2021-02-20
SSC Finance Manager,Ras al-Khaimah,Hilton Corporate,None,"What will it be like to work for Hilton? The following roles report to the SSC Finance Manager: And, our amazing Team Members are at the heart of it all!",None,None,2021-03-09
Guest Service Night Manager - FO,Ras al-Khaimah,Hampton by Hilton,None,"High level of IT proficiency. Represent the Hotel Manager and other senior managers in their absence, taking full responsibility of the hotel.",None,None,2021-02-20
paid search manager,Ras al-Khaimah,MPB Packaging,None,"We have designers, videographers, content managers, social media managers, SEO specialists - it’s a truly exciting, energizing environment to work in.",None,None,2021-03-19
Guest Service Agent - FO,Ras al-Khaimah,Hampton by Hilton,None,"Competent level of IT proficiency. What will it be like to work for Hilton? And, our amazing Team Members are at the heart of it all! What will I be doing?",None,None,2021-02-20
Admin Asst cum Receptionist-Female,Ras al-Khaimah,Gargash Enterprises,None,Support the Sales/Showroom Manager in routine Office Administrative duties. Screen Incoming calls and direct it to appropriate departments and take accurate and…,None,None,2021-02-20
Industrial Safety Officer,Ras al-Khaimah,Majan Printing & Packaging,"3,000-4,000","Assist the Safety Manager in preparing the Quality Action Plan and ensure that it addresses all the relevant measures to comply with standards, regulations and…",None,5,2021-03-04
