Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Pointnext Sales Specialist,Abu Dhabi,Hewlett Packard Enterprise,None,You have experience working on IT Transformation projects. Our new innovative IT services organization is HPE Pointnext. How Youâ€™ll Make Your Mark.,None,None,3/16/21
Cyber Risk - Cyber Applications - Oracle Specialist,Abu Dhabi,Deloitte,None,"Risk Advisory - Cyber Risk - Cyber Applications â€“ Oracle specialist. During your tenure as an Oracle specialist Consultant in Cyber Service line , you willâ€_",None,None,3/10/21
Learning Resource Specialist/Student Assessment,Al-Ayn,United Arab Emirates University,None,"Must have excellent IT Skills and variety of software (Microsoft, Statistical) and experience with various office equipment, such as Optical Mark Readers,â€_",None,None,2/28/21
Principal Project Control Specialist,Abu Dhabi,Worley,None,Provide specialist project control services for the support of the Worley project control system. You can expect a lot from a career at Worley.,None,None,3/8/21
Onshore Technical Supervisor,Abu Dhabi,VHR Recruitment,None,"Whether one permanent vacancy or a team of contract specialists, VHR strives to deliver the best possible staffing solutions.",None,None,3/22/21
Senior IT Service Desk and Support Engineer,Abu Dhabi,Big Fish Recruitment,None,"IT Service Desk and Support specialist: The IT Support Resource monitors, maintains, installs and configure company End User IT Assets (HW and SW), providingâ€_",Senior,None,2/28/21
Primary Class Teacher,Abu Dhabi,Ajyal MBZ,None,Strong skills in the use of IT to support learning. The school is a highly modern and spacious building including many specialist teaching rooms and facilities.,None,None,2/28/21
ISTM Specialist,Abu Dhabi,Talent Arabia,None,"Preferred to have experience in performing QA audit in an IT environment. Bachelorâ€™s Degree in Computer Science, Information Technology or Software Engineering.",None,None,2/28/21
Specialist â€“ Regulatory Reporting,Abu Dhabi,Tiro International,None,Co-ordinate with IT and external vendors to resolve model and IT configuration related issues to ensure smooth running of the solution at month end.,None,None,2/28/21
EY Abu Dhabi Emirati Foundation Program (UAE Nationals Only),Abu Dhabi,Ernst & Young,None,"It might be tough, but you can do it! We use specialist techniques to help clients spot and manage these risks. Abu Dhabi, United Arab Emirates.",None,None,3/17/21
Talent Supply Demand Associate Manager,Abu Dhabi,Accenture,None,Manage a team of Client Supply/Demand Specialists. The Talent Supply/Demand Associate Manager is a member of the client supply/demand team within the Talentâ€_,None,None,3/26/21
Marketing Engagement Executive,Abu Dhabi,Property Shop Investment,None,Focus on getting 100% quality score for each listing published online and make ensure it will not affect our rankings. Knowledge (As required based on Role).,None,None,3/18/21
Head of Digital Learning and Technology,Abu Dhabi,Al Rabeeh School,None,"The Head of Digital Learning is expected to teach a timetable in their specialist subject, ICT. Oversee a coherent approach to cloud and shared drive storageâ€_",None,None,3/23/21
Specialist Orthopedic Surgeon (HAAD),Abu Dhabi,Davidson Management Consultants,None,"This JCIA private healthcare group is one of the largest in UAE and employs over 5,000 personnel.With hospitals and medical centers across UAE, it is a nameâ€_",None,None,2/28/21
Teacher of EAL (Senior School),Abu Dhabi,Brighton College Abu Dhabi,None,Liaise and coordinate with outside specialists to deliver therapy sessions during school. A key component of Brightonâ€™s internationalism is the importance itâ€_,Senior,None,3/1/21
Flutter Mobile app Developer,Abu Dhabi,Doctors Group Ltd,None,Connect regularly with the Quality Assurance Specialist to deliver stable app. Interact with the Clinical Specialists and Product Manager to help understand endâ€_,None,None,3/25/21
Purchase Engineer,Abu Dhabi,Nova Systems,None,"The newest addition to our portfolio is Nova One, a leading distribution company focusing on Telecom & IT accessories.",None,None,2/28/21
Marketing & Communications Coordinator Internship (Minimum S...,Abu Dhabi,Alpin Limited,None,"Up-to-date social media and IT skills; Previous Collaboration with graphic designers, web specialists, and other technical team members to create successfulâ€_",None,None,2/28/21
Marketing & Communications Internship,Abu Dhabi,Alpin Limited,None,"Up-to-date social media and IT skills; Previous Collaboration with graphic designers, web specialists, and other technical team members to create successfulâ€_",None,None,2/28/21
Senior Procurement Specialist - Emirati national,Abu Dhabi,Black Pearl Consult,None,"Our client, a semi government entity, is currently looking for a Senior Procurement Specialist to be base din Abu Dhabi. This includes but is not limited to:",Senior,None,2/28/21
Assistant Supply Chain Manager (Medical Devices),Abu Dhabi,Middle East Executive,None,"Our specialist teams internally are; It is the incumbentâ€™s responsibility to ensure the absolute accuracy of work flow process, in an efficient and timelyâ€_",None,None,2/28/21
Senior Academic Specialist,Al-Ayn,United Arab Emirates University (UAEU),None,Instruction of both the lecture and lab sections of Biology courses. Duties - Use Black Board as a learning management system to conduct the course.,Senior,None,2/28/21
Senior Engineer - Desalination,Abu Dhabi,Mott MacDonald,None,The Desalination Specialist will work alongside the Utilities Service Line to support the delivery of multiple commissions spread across the Middle East.,Senior,None,2/28/21
Senior Environmental Consultant,Abu Dhabi,Mott MacDonald,None,"Specialty in one of the specialist areas such as marine environment, climate change, ecosystem services, environmental modelling, ESG reporting and/or GIS wouldâ€_",Senior,None,2/28/21
Project Director (Digital Transformation),Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,Work with IT Digital Operations team to regularly monitor and review performance against SLAs. Liaise with specialist areas to ensure that they completeâ€_,None,None,2/28/21
Azure Support Engineer,Abu Dhabi,Petroplan,None,"Through specialist knowledge and tenacity,. IT Industry qualifications from major vendors (Microsoft, Cisco etc.). Knowledge of automation practices (DevOps).",None,None,3/10/21
Compliance Officer,Abu Dhabi,Rethink,None,"Convening the Company Risk Management Committee (RMC), and make sure that it properly addresses and manages all the risks that are referred to RMC by any memberâ€_",None,None,2/28/21
Specialist Dermatologist (HAAD licensed / Passer),Abu Dhabi,Davidson Management Consultants,None,"Employing thousands of healthcare professionals within UAE, this private group of hospitals is a pioneer in cutting edge healthcare services in the region andâ€_",None,None,2/28/21
Senior Associate - Electrical (6 Month Fixed Term Contract),Abu Dhabi,AECOM,None,The engineering role shall be focused on specialist Electrical Systems for Buildings. If you would like to be the first one to hear about this opportunity whenâ€_,Senior,None,3/24/21
Head Master,Abu Dhabi,Brighton College Abu Dhabi,None,"Facilities it has to offer. Extends well beyond the classroom, making it an. Also specialist teachers working with the children of interest. A ged 3 to 13.",None,None,2/28/21
Oracle Fusion Financials/Procurement,Abu Dhabi,KPMG,None,Oracle Procurement Cloud Certified Implementation Specialists will be preferred. Oracle Fusion Financials Senior Consultant. Ability to travel within UAE.,None,None,2/28/21
Sr. Associate - Turnaround Restructuring - Industrial Asset...,Abu Dhabi,NSI & Bluefin Talent,None,"Focusing exclusively on Financial Services, IT and Risk. Being niche allows us to offer a premium search service, tailored to overcome the technicallyâ€_",Senior,None,3/25/21
Senior Sales Engineer,Abu Dhabi,The Kanoo Group,None,"It handles 11,000 port calls every year which covers all ports in the Suez to India range. It has unremittingly grown its realm of businesses into variousâ€_",Senior,None,3/9/21
Senior CRM Programmer/Analyst,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,Microsoft Certified Technology Specialist (MCTS) for Microsoft Dynamics CRM. Collaborate with other IT professionals to implement Microsoft Dynamics CRMâ€_,Senior,None,2/28/21
Named Account Manager - Gulf,Abu Dhabi,Palo Alto Networks,None,"You wonâ€™t find someone at Palo Alto Networks that isnâ€™t committed to your success â€“ with everyone pitching in to assist when it comes to solutions selling,â€_",None,None,3/10/21
Digital Principal Consultant - Performance Improvement,Abu Dhabi,NSI & Bluefin Talent,None,"Focusing exclusively on Financial Services, IT and Risk. Being niche allows us to offer a premium search service, tailored to overcome the technicallyâ€_",None,None,3/23/21
Manager / Sr. Manager - TRS,Abu Dhabi,NSI & Bluefin Talent,None,"Focusing exclusively on Financial Services, IT and Risk. Being niche allows us to offer a premium search service, tailored to overcome the technicallyâ€_",Senior,None,3/25/21
Naval Architect,Abu Dhabi,NMDC,None,"Produce detailed modifications of designs improvements of equipment/structures on dredgers/multicast/pontoons, boats and other maritime vessels using drawingsâ€_",Architect,None,2/28/21
CRM Programmer,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,"Microsoft Certified Technology Specialist (MCTS) for Microsoft Dynamics CRM. Collaborate with other software developers, business analysts, software architectsâ€_",None,None,2/28/21
Commissioning Manager,Ruwais,Worley,None,Must have managed a team of specialist in executing the pre-commissioning and commissioning activites independently. Find your future with Worley.,None,None,2/28/21
Senior Projects Planning Specialist (UAE NATIONAL PREFERRED),Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,At least four years of practical experience in IT project planning. Prepare analytical studies of the proposed IT infrastructure to contain the objectives andâ€_,Senior,None,2/28/21
Principal - Turnaround Restructuring,Abu Dhabi,NSI & Bluefin Talent,None,"Focusing exclusively on Financial Services, IT and Risk. Being niche allows us to offer a premium search service, tailored to overcome the technicallyâ€_",None,None,3/25/21
Senior Associate 1 - Tax Mergers & Acquisitions,Abu Dhabi,KPMG,None,"Strong risk management knowledge and application including documentation, ability to escalate issues quickly to risk management specialists for resolution,â€_",Senior,None,2/28/21
Senior IT Audit Specialist (Security/Risk Assessment) - Emir...,Abu Dhabi,Black Pearl Consult,None,"Our client who is a large banking institution based in Abu Dhabi, is currently looking for a Senior IT Audit Specialist (Security/Risk Assessment) - Emiratiâ€_",Senior,None,2/28/21
SAP Consultant,Al-Ayn,Al Reem Hospico Co.,None,SAP Business One back-end support experience is a MUST. Strong background and knowledge of SAP Modules: Handle AR (Incoming payments) and AP (Outgoing payments)â€_,None,5,3/8/21
Information Security Governance Specialist,Abu Dhabi,Marc Ellis Consulting,None,"G) Liaise with and track closure of internal and external IT Audit findings. Define, Refine and Maintain information security policies and procedures.",None,None,2/28/21
Enterprise Architect - McKinsey Digital,Abu Dhabi,McKinsey & Company,None,"7-10 years of experience in a software development, architecture, and/or IT management position. Strong IT project delivery experience, preferably in softwareâ€_",Architect,None,2/28/21
Strategic Sustainability Associate,Abu Dhabi,Sustainable Recruitment Solutions,None,"The responsibilities will include both technical and commercial oversight of the business unit, as well as resource and client management - therefore it isâ€_",None,None,2/28/21
sen teacher - al ain,Al-Ayn,Randstad,None,"It nestles amongst the rugged peaks of the Hajar Mountains with a back drop of amazing red sand dunes! 10,000 - 14,500 AED per month TAX FREE and dependent onâ€_",None,None,3/26/21
Registered Nurse,Abu Dhabi,Delma Medical Center,None,"Has in-depth knowledge and understanding of the organizationâ€™s system and how it runs. Equipped with the highest standards of medical technology, ourâ€_",None,None,2/28/21
Director - Turnaround Restructuring - Industrial Asset Heavy...,Abu Dhabi,NSI & Bluefin Talent,None,"Focusing exclusively on Financial Services, IT and Risk. Being niche allows us to offer a premium search service, tailored to overcome the technicallyâ€_",None,None,3/25/21
Registered Nurse - UK Relocation Opportunity (relocation pac...,None,Hampshire Hospitals NHS Foundation Trust,None,"It is an NHS provider and care is free at the point of delivery. Basingstoke has specialist services for rare or complex illnesses for patients across the UK,â€_",None,None,3/18/21
Sr Account Manager - HBT / SLS - Abu Dhabi,Abu Dhabi,Honeywell,None,"That means changing the way we fly, fueling jets in an eco-friendly way, keeping buildings smart and safe and even making it possible to breathe on Mars.",None,None,2/28/21
Facades Project Manager,Abu Dhabi,Sustainable Recruitment Solutions,None,Hands on role in developing system drawings and specifications - sometimes tasks will be delegated to junior colleagues but it is essential that applicants haveâ€_,None,None,2/28/21
Senior Therapist,Abu Dhabi,Black Pearl Consult,None,"Planning treatment and providing it to the respective patient. Evidence of completion of discipline specific specialist courses e.g. Bobath, Airway Management â€_",Senior,None,2/28/21
Media - Photography - Secondary,Abu Dhabi,International Teachers Plus,None,"When all the phases of the school are complete it will have two large libraries, a cafeteria and dining room, a large multi-purpose sports hall, full sizeâ€_",None,None,2/28/21
secondary business with ict teacher - abu dhabi,Abu Dhabi,Randstad,None,It is important to management that all staff are content in their workplace. Secondary and specialist teachers must have a Degree and PCGE relevant to subject.,None,None,3/17/21
secondary english teacher - abu dhabi,Abu Dhabi,Randstad,None,It is important to management that all staff are content in their workplace. Secondary and specialist teachers must have a Degree and PCGE relevant to subject.,None,None,3/16/21
secondary geography teacher - abu dhabi,Abu Dhabi,Randstad,None,It is important to management that all staff are content in their workplace. Secondary and specialist teachers must have a Degree and PCGE relevant to subject.,None,None,3/5/21
secondary art teacher - abu dhabi,Abu Dhabi,Randstad,None,It is important to management that all staff are content in their workplace. Secondary and specialist teachers must have a Degree and PCGE relevant to subject.,None,None,3/3/21
secondary physics teacher - abu dhabi,Abu Dhabi,Randstad,None,It is important to management that all staff are content in their workplace. Secondary and specialist teachers must have a Degree and PCGE relevant to subject.,None,None,3/5/21
secondary maths teacher - abu dhabi,Abu Dhabi,Randstad,None,It is important to management that all staff are content in their workplace. Secondary and specialist teachers must have a Degree and PCGE relevant to subject.,None,None,3/3/21
Assistant / Associate / Full Professor - Emergency Medicine,Al-Ayn,United Arab Emirates University (UAEU),None,"Minimum Qualification - Candidates for this position must - Hold an MD or MBBS degree - Demonstrate evidence of advanced training, and have certificationâ€_",None,None,2/28/21
Healthcare Quality Coordinator (Al-Ain Pediatric Facility),Al-Ayn,Private Pediatric Long-Term Care Hospital,None,"ICU specialists, pediatricians, internal medicine specialists and physical medical and rehabilitation specialists â€“the majority Western-trained.",None,None,2/28/21
ICU Specialist J146904_20,None,Prospect Healthcare,None,Immediate Start ICU Specialist Vacancies â€“ UAE (12 Month Contract). Sharjah is much closer to Dubai with continued building almost making it hard to separateâ€_,None,None,2/28/21
IT Desktop Support Engineer,Sharjah,Axiom Technologies,None,Microsoft Office Specialist (MOS) Certification. Seeks customer feedback and acts on it. Microsoft Certified IT Professional (MCITP) certification in theâ€_,None,None,3/5/21
EYFS & Primary SENCO - August 2021,Sharjah,GEMS Education,None,Understanding of relevant specialist area (e.g. Have excellent IT and interpersonal communication skills required to work closely with relevant stakeholders.,None,None,3/16/21
SAP Specialist,Sharjah,The Rekruiters,"16,000","Bachelors in IT, Computer Science or relevant field, SAP Certificate. To support end users & coordinate with support consultants to resolve incidents andâ€_",None,None,3/1/21
Digital Marketing Specialist,Sharjah,Al Najma Al Marofah Computer Tr. LLC (Anamtech),None,Anamtech is a pan middle East specialist IT distributor with a strong focus on Data management and Edge Computing.,None,None,2/28/21
Sales Specialist,Sharjah,Cynosure Solutions,None,The Sales Specialist will be responsible for generating new business for IT solutions and services. Enjoy the benefits of being on the team of a leading ITâ€_,None,None,2/28/21
Cyber Security Specialist,Sharjah,JAMS HR Solutions,None,Seeking and find the way to secure the IT infrastructure of an organization. As a Cyber Security specialist you will be responsible to find the techniques toâ€_,None,None,3/26/21
Legal Secretary,Sharjah,Tiger Group,None,Tiger Group started its activities in Real Estate in parallel with Construction Booming in UAE and now it is one of largest real estate companies in the region.,None,None,2/28/21
Head of Accounts,Sharjah,Irwin & Dow,None,"Our main aim is to provide a specialist service to clients preferring to work with a bespoke consultancy. Reporting to the Finance Director, it is also expectedâ€_",None,None,2/28/21
Digital Marketing Executive,Sharjah,Al Najma Al Marofah Computer Tr. LLC (Anamtech),None,Anamtech is a pan middle East specialist IT distributor with a strong focus on Data management and Edge Computing. Create and test applications for website.,None,None,2/28/21
Finance Accounts Manager,Sharjah,Irwin & Dow,None,"It is therefore essential that you possess a finance degree and hold an additional accounts qualification, such as ACCA. Good staff are key to every business.",None,None,2/28/21
Emergency Medicine Consultant - International Hospital,Sharjah,Omni International,None,3 yearsâ€™ experience as a full time consultant â€¢ Specialist Qualifications from one of the following: For over 15 years Omni International Consultants hasâ€_,None,None,3/12/21
Director of Sales & Marketing,Ras al-Khaimah,MOVENPICK,None,What is in it for you: Specialist in Leisure travel industry with full understanding about UAE & Ras al Kahimah source markets. What you will be doing:,None,None,3/11/21
Associate Professor in Business Analytics,Ras al-Khaimah,American University of Ras Al Khaimah,None,"It also offers two graduate programs (MBA and Executive MBA). It is an ideal location, for both those who want to relax and those who are more active away fromâ€_",None,None,3/1/21
paid search manager,Ras al-Khaimah,MPB Packaging,None,"Mind you, it will not be a simple task, as many of our campaigns already perform way above market averages. We have designers, videographers, content managers,â€_",None,None,3/20/21
Associate/Full Professor in Accounting and Finance,Ras al-Khaimah,American University of Ras Al Khaimah,None,"It also offers two graduate programs (MBA and Executive MBA). It is an ideal location, for both those who want to relax and those who are more active away fromâ€_",None,None,3/1/21
