Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Senior Consultant/Assistant Manager,Dubai,Michael Page AE,None,"NIST Cybersecurity Framework, ISO27001 etc.). Around 4-5 years of relevant experience of working as IT risk consultant or an IT auditor for a public accounting…",Senior,None,2021-03-07
